task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Design Review,High,Junior,JavaScript,High,11,3,1,22,2,18,True,3,False,3.58333333,2,0,0,1,4.55499647
Feature Dev,High,Junior,Go,High,6,2,3,12,7,14,True,0,False,4.5,0,1,1,0,2.57464069
Client Meeting,Medium,Mid,Go,High,4,4,0,8,5,13,True,0,True,3.0,2,1,1,0,1.5326388
Design Review,Medium,Junior,Java,Medium,5,2,3,10,9,9,False,0,False,3.25,0,2,0,0,2.296875
Refactoring,Medium,Junior,Other,High,1,3,1,2,10,12,False,3,False,2.91666667,2,0,1,0,0.70803937
Deployment,Low,Tech Lead,Python,Low,7,2,3,14,4,14,False,0,False,1.5,2,0,0,0,3.348675
Deployment,High,Mid,C++,Medium,4,4,1,8,6,9,False,3,False,3.4375,1,2,1,0,2.06164406
Design Review,Low,Junior,Go,Medium,7,2,1,14,10,16,False,3,False,2.375,1,1,0,0,2.9143125
Refactoring,High,Mid,Python,Medium,10,3,2,20,10,18,False,3,False,2.08333333,2,1,0,0,5.17833333
Refactoring,Low,Mid,C++,Low,1,3,1,2,10,18,False,2,False,4.16666667,1,1,0,1,0.66157208
Refactoring,Low,Mid,C++,Low,11,4,2,22,8,9,True,3,True,2.375,2,2,0,0,5.68485225
Client Meeting,Low,Junior,Go,Low,11,3,3,22,7,14,False,0,False,2.66666667,1,2,0,0,4.6893
Client Meeting,Medium,Tech Lead,Python,Critical,11,5,3,22,3,10,False,3,False,3.4,1,3,1,0,3.94894275
Code Review,Medium,Senior,Python,High,1,3,1,2,9,12,False,0,True,4.91666667,0,1,2,0,0.5
Bug Fix,High,Tech Lead,Java,Medium,6,4,2,12,8,15,False,3,False,5.1875,1,0,2,1,2.54184
Code Review,High,Tech Lead,Go,Medium,7,2,3,14,10,16,False,3,False,3.25,0,2,0,0,3.721875
Bug Fix,Medium,Mid,Python,High,3,4,1,6,7,16,False,2,True,3.4375,1,2,1,0,1.38148158
Documentation,High,Senior,Go,High,3,2,0,6,5,16,False,1,True,5.75,0,0,2,0,1.1706948
Feature Dev,Medium,Senior,Python,High,10,5,1,20,8,11,False,2,False,2.2,3,2,0,0,3.87585
Client Meeting,High,Tech Lead,Java,High,3,5,1,6,5,10,False,1,False,2.55,2,3,0,0,1.4266575
